instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1710,2011-03-16,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,3,75,78
1711,2011-03-16,1,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881,11,48,59
1712,2011-03-16,1,0,3,23,0,3,1,1,0.4,0.4091,0.65,0.194,9,18,27
1713,2011-03-17,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,4,19,23
1714,2011-03-17,1,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,1,11,12
1715,2011-03-17,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,3,5,8
1716,2011-03-17,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,1,1,2
1717,2011-03-17,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,0,3,3
1718,2011-03-17,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,0,13,13
1719,2011-03-17,1,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.194,4,47,51
1720,2011-03-17,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,12,128,140
1721,2011-03-17,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,17,282,299
1722,2011-03-17,1,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537,23,162,185
1723,2011-03-17,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,9,69,78
1724,2011-03-17,1,0,3,11,0,4,1,1,0.44,0.4394,0.54,0.2836,20,66,86
1725,2011-03-17,1,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,24,81,105
1726,2011-03-17,1,0,3,13,0,4,1,2,0.52,0.5,0.42,0.0896,26,85,111
1727,2011-03-17,1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,32,87,119
1728,2011-03-17,1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,30,95,125
1729,2011-03-17,1,0,3,16,0,4,1,1,0.5,0.4848,0.48,0.2836,34,108,142
1730,2011-03-17,1,0,3,17,0,4,1,1,0.5,0.4848,0.42,0.194,48,265,313
1731,2011-03-17,1,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642,50,260,310
1732,2011-03-17,1,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.194,18,189,207
1733,2011-03-17,1,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239,25,112,137
1734,2011-03-17,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,19,119,138
1735,2011-03-17,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,17,70,87
1736,2011-03-17,1,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836,7,43,50
1737,2011-03-18,1,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,5,24,29
1738,2011-03-18,1,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537,4,12,16
1739,2011-03-18,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194,5,9,14
1740,2011-03-18,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194,1,4,5
1741,2011-03-18,1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,2,8,10
1742,2011-03-18,1,0,3,6,0,5,1,1,0.4,0.4091,0.66,0.194,1,35,36
1743,2011-03-18,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194,11,112,123
1744,2011-03-18,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,24,256,280
1745,2011-03-18,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,18,192,210
1746,2011-03-18,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,43,74,117
1747,2011-03-18,1,0,3,11,0,5,1,1,0.54,0.5152,0.52,0.2836,55,104,159
1748,2011-03-18,1,0,3,12,0,5,1,2,0.56,0.5303,0.49,0.3582,72,123,195
1749,2011-03-18,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,57,118,175
1750,2011-03-18,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537,71,103,174
1751,2011-03-18,1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,62,111,173
1752,2011-03-18,1,0,3,16,0,5,1,1,0.68,0.6364,0.39,0.2836,67,137,204
1753,2011-03-18,1,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284,95,237,332
1754,2011-03-18,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,84,247,331
1755,2011-03-18,1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,58,132,190
1756,2011-03-18,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343,46,103,149
1757,2011-03-18,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,22,91,113
1758,2011-03-18,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,55,63,118
1759,2011-03-18,1,0,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239,26,60,86
1760,2011-03-19,1,0,3,0,0,6,0,2,0.6,0.6212,0.53,0.2537,26,50,76
1761,2011-03-19,1,0,3,1,0,6,0,2,0.58,0.5455,0.46,0.3582,16,35,51
1762,2011-03-19,1,0,3,2,0,6,0,2,0.56,0.5303,0.43,0.2239,5,20,25
1763,2011-03-19,1,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284,1,7,8
1764,2011-03-19,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179,1,2,3
1765,2011-03-19,1,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179,0,2,2
1766,2011-03-19,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179,0,10,10
1767,2011-03-19,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,4,9,13
1768,2011-03-19,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,11,37,48
1769,2011-03-19,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627,35,41,76
1770,2011-03-19,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,55,85,140
1771,2011-03-19,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478,90,106,196
1772,2011-03-19,1,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179,126,141,267
1773,2011-03-19,1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627,174,127,301
1774,2011-03-19,1,0,3,14,0,6,0,1,0.5,0.4848,0.31,0.4925,168,144,312
1775,2011-03-19,1,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179,170,143,313
1776,2011-03-19,1,0,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881,175,129,304
1777,2011-03-19,1,0,3,17,0,6,0,1,0.48,0.4697,0.31,0.3284,138,140,278
1778,2011-03-19,1,0,3,18,0,6,0,1,0.46,0.4545,0.31,0.3284,92,125,217
1779,2011-03-19,1,0,3,19,0,6,0,1,0.44,0.4394,0.33,0.2836,38,116,154
1780,2011-03-19,1,0,3,20,0,6,0,1,0.42,0.4242,0.35,0.2239,39,69,108
1781,2011-03-19,1,0,3,21,0,6,0,1,0.4,0.4091,0.37,0.2985,20,73,93
1782,2011-03-19,1,0,3,22,0,6,0,1,0.4,0.4091,0.37,0.3284,27,45,72
1783,2011-03-19,1,0,3,23,0,6,0,1,0.38,0.3939,0.4,0.2985,13,37,50
1784,2011-03-20,1,0,3,0,0,0,0,1,0.34,0.303,0.49,0.4179,7,33,40
1785,2011-03-20,1,0,3,1,0,0,0,1,0.32,0.2879,0.53,0.3582,2,22,24
1786,2011-03-20,1,0,3,2,0,0,0,1,0.3,0.2879,0.52,0.2836,6,24,30
1787,2011-03-20,1,0,3,3,0,0,0,1,0.28,0.2727,0.56,0.2537,1,11,12
1788,2011-03-20,1,0,3,4,0,0,0,1,0.26,0.2576,0.56,0.2239,2,1,3
1789,2011-03-20,1,0,3,5,0,0,0,1,0.26,0.2576,0.6,0.194,3,6,9
1790,2011-03-20,1,0,3,6,0,0,0,1,0.26,0.2576,0.6,0.2239,1,3,4
1791,2011-03-20,1,0,3,7,0,0,0,1,0.24,0.2273,0.6,0.2239,5,9,14
1792,2011-03-20,1,0,3,8,0,0,0,1,0.28,0.2727,0.56,0.1642,7,30,37
1793,2011-03-20,1,0,3,9,0,0,0,1,0.3,0.303,0.52,0.1343,35,43,78
1794,2011-03-20,1,0,3,10,0,0,0,2,0.32,0.3485,0.45,0,55,81,136
1795,2011-03-20,1,0,3,11,0,0,0,1,0.34,0.3485,0.39,0.1045,92,111,203
1796,2011-03-20,1,0,3,12,0,0,0,1,0.36,0.3636,0.4,0.1045,120,108,228
1797,2011-03-20,1,0,3,13,0,0,0,1,0.38,0.3939,0.34,0,88,115,203
1798,2011-03-20,1,0,3,14,0,0,0,1,0.4,0.4091,0.3,0,145,134,279
1799,2011-03-20,1,0,3,15,0,0,0,1,0.4,0.4091,0.32,0.0896,172,136,308
1800,2011-03-20,1,0,3,16,0,0,0,1,0.42,0.4242,0.32,0,92,132,224
1801,2011-03-20,1,0,3,17,0,0,0,1,0.4,0.4091,0.35,0.2836,83,143,226
1802,2011-03-20,1,0,3,18,0,0,0,1,0.38,0.3939,0.4,0.3582,58,98,156
1803,2011-03-20,1,0,3,19,0,0,0,1,0.36,0.3333,0.43,0.2836,21,58,79
1804,2011-03-20,1,0,3,20,0,0,0,1,0.36,0.3333,0.46,0.2836,21,46,67
1805,2011-03-20,1,0,3,21,0,0,0,2,0.34,0.3182,0.53,0.2836,10,39,49
1806,2011-03-20,1,0,3,22,0,0,0,2,0.34,0.303,0.53,0.3284,8,30,38
1807,2011-03-20,1,0,3,23,0,0,0,3,0.34,0.303,0.61,0.3881,13,11,24
1808,2011-03-21,2,0,3,0,0,1,1,3,0.34,0.303,0.66,0.3881,2,11,13
1809,2011-03-21,2,0,3,1,0,1,1,2,0.34,0.303,0.71,0.3881,1,6,7
1810,2011-03-21,2,0,3,2,0,1,1,2,0.34,0.303,0.71,0.3284,1,5,6
1811,2011-03-21,2,0,3,3,0,1,1,2,0.34,0.303,0.71,0.3284,0,1,1
1812,2011-03-21,2,0,3,5,0,1,1,1,0.32,0.303,0.81,0.2985,1,1,2
1813,2011-03-21,2,0,3,6,0,1,1,3,0.32,0.303,0.76,0.2537,2,30,32
1814,2011-03-21,2,0,3,7,0,1,1,3,0.3,0.2727,0.87,0.4179,3,15,18
1815,2011-03-21,2,0,3,8,0,1,1,2,0.3,0.2727,0.87,0.4179,3,95,98
1816,2011-03-21,2,0,3,9,0,1,1,2,0.34,0.303,0.81,0.3284,12,115,127
1817,2011-03-21,2,0,3,10,0,1,1,2,0.38,0.3939,0.76,0.3881,17,45,62
1818,2011-03-21,2,0,3,11,0,1,1,2,0.42,0.4242,0.71,0.2985,32,47,79
1819,2011-03-21,2,0,3,12,0,1,1,2,0.44,0.4394,0.77,0.2537,25,56,81
1820,2011-03-21,2,0,3,13,0,1,1,2,0.5,0.4848,0.63,0.2239,35,77,112
1821,2011-03-21,2,0,3,14,0,1,1,2,0.54,0.5152,0.64,0.2239,36,65,101
1822,2011-03-21,2,0,3,15,0,1,1,2,0.56,0.5303,0.6,0.2239,41,66,107
1823,2011-03-21,2,0,3,16,0,1,1,2,0.54,0.5152,0.64,0.2836,29,112,141
1824,2011-03-21,2,0,3,17,0,1,1,2,0.54,0.5152,0.64,0.2537,41,231,272
1825,2011-03-21,2,0,3,18,0,1,1,2,0.52,0.5,0.72,0.2239,44,232,276
1826,2011-03-21,2,0,3,19,0,1,1,1,0.58,0.5455,0.6,0.4179,22,199,221
1827,2011-03-21,2,0,3,20,0,1,1,1,0.56,0.5303,0.64,0.194,16,106,122
1828,2011-03-21,2,0,3,21,0,1,1,1,0.46,0.4545,0.94,0.194,12,79,91
1829,2011-03-21,2,0,3,22,0,1,1,1,0.46,0.4545,0.88,0.2239,18,60,78
1830,2011-03-21,2,0,3,23,0,1,1,1,0.46,0.4545,0.88,0.0896,8,22,30
1831,2011-03-22,2,0,3,0,0,2,1,1,0.46,0.4545,0.88,0.194,4,7,11
1832,2011-03-22,2,0,3,1,0,2,1,1,0.42,0.4242,1,0.1343,6,13,19
1833,2011-03-22,2,0,3,2,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1
1834,2011-03-22,2,0,3,3,0,2,1,1,0.44,0.4394,0.82,0.2239,3,2,5
1835,2011-03-22,2,0,3,4,0,2,1,2,0.42,0.4242,0.82,0.1642,0,1,1
1836,2011-03-22,2,0,3,5,0,2,1,2,0.4,0.4091,0.87,0.1343,1,11,12
1837,2011-03-22,2,0,3,6,0,2,1,1,0.4,0.4091,0.87,0.2537,2,58,60
1838,2011-03-22,2,0,3,7,0,2,1,2,0.4,0.4091,0.76,0.1045,4,132,136
1839,2011-03-22,2,0,3,8,0,2,1,2,0.4,0.4091,0.58,0.2985,24,312,336
1840,2011-03-22,2,0,3,9,0,2,1,2,0.4,0.4091,0.58,0.4627,19,159,178
1841,2011-03-22,2,0,3,10,0,2,1,2,0.44,0.4394,0.54,0.2985,29,95,124
1842,2011-03-22,2,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284,22,64,86
1843,2011-03-22,2,0,3,12,0,2,1,1,0.46,0.4545,0.47,0.2537,35,86,121
1844,2011-03-22,2,0,3,13,0,2,1,1,0.5,0.4848,0.45,0.2239,21,85,106
1845,2011-03-22,2,0,3,14,0,2,1,1,0.5,0.4848,0.42,0.3284,30,71,101
1846,2011-03-22,2,0,3,15,0,2,1,1,0.5,0.4848,0.42,0.2239,55,79,134
1847,2011-03-22,2,0,3,16,0,2,1,1,0.5,0.4848,0.42,0.1045,40,125,165
1848,2011-03-22,2,0,3,17,0,2,1,1,0.5,0.4848,0.42,0.1045,42,265,307
1849,2011-03-22,2,0,3,18,0,2,1,1,0.48,0.4697,0.44,0.0896,41,271,312
1850,2011-03-22,2,0,3,19,0,2,1,2,0.44,0.4394,0.54,0.2537,22,142,164
1851,2011-03-22,2,0,3,20,0,2,1,2,0.44,0.4394,0.54,0.3582,19,116,135
1852,2011-03-22,2,0,3,21,0,2,1,2,0.42,0.4242,0.54,0.2836,24,63,87
1853,2011-03-22,2,0,3,22,0,2,1,2,0.4,0.4091,0.58,0.2537,13,57,70
1854,2011-03-22,2,0,3,23,0,2,1,2,0.4,0.4091,0.58,0.2537,4,28,32
1855,2011-03-23,2,0,3,0,0,3,1,3,0.36,0.3485,0.71,0.2239,3,8,11
1856,2011-03-23,2,0,3,1,0,3,1,3,0.34,0.3182,0.76,0.2239,0,7,7
1857,2011-03-23,2,0,3,2,0,3,1,3,0.34,0.3182,0.76,0.2239,1,1,2
1858,2011-03-23,2,0,3,3,0,3,1,2,0.34,0.3182,0.76,0.2537,0,3,3
1859,2011-03-23,2,0,3,5,0,3,1,3,0.32,0.3182,0.87,0.194,0,10,10
1860,2011-03-23,2,0,3,6,0,3,1,2,0.34,0.3182,0.87,0.2537,1,43,44
1861,2011-03-23,2,0,3,7,0,3,1,2,0.32,0.303,0.93,0.2239,7,111,118
1862,2011-03-23,2,0,3,8,0,3,1,2,0.32,0.3182,0.87,0.194,14,247,261
1863,2011-03-23,2,0,3,9,0,3,1,2,0.32,0.303,0.81,0.2537,8,174,182
1864,2011-03-23,2,0,3,10,0,3,1,2,0.34,0.3182,0.81,0.2836,15,60,75
1865,2011-03-23,2,0,3,11,0,3,1,2,0.34,0.3333,0.87,0.194,18,53,71
1866,2011-03-23,2,0,3,12,0,3,1,2,0.34,0.3182,0.87,0.2239,14,73,87
1867,2011-03-23,2,0,3,13,0,3,1,3,0.34,0.3333,0.87,0.1343,14,94,108
1868,2011-03-23,2,0,3,14,0,3,1,2,0.36,0.3636,0.87,0.1045,13,71,84
1869,2011-03-23,2,0,3,15,0,3,1,2,0.38,0.3939,0.82,0.2239,11,74,85
1870,2011-03-23,2,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.2239,13,123,136
1871,2011-03-23,2,0,3,17,0,3,1,2,0.4,0.4091,0.76,0.2239,28,245,273
1872,2011-03-23,2,0,3,18,0,3,1,3,0.38,0.3939,0.82,0.2537,20,218,238
1873,2011-03-23,2,0,3,19,0,3,1,3,0.38,0.3939,0.82,0.2537,12,147,159
1874,2011-03-23,2,0,3,20,0,3,1,3,0.36,0.303,0.87,0.6418,3,72,75
1875,2011-03-23,2,0,3,21,0,3,1,3,0.32,0.2879,1,0.4179,0,22,22
1876,2011-03-23,2,0,3,22,0,3,1,2,0.32,0.3182,0.93,0.1642,6,38,44
1877,2011-03-23,2,0,3,23,0,3,1,3,0.32,0.3333,0.9,0,2,24,26
1878,2011-03-24,2,0,3,0,0,4,1,2,0.32,0.303,0.93,0.2239,0,11,11
1879,2011-03-24,2,0,3,1,0,4,1,2,0.3,0.2879,1,0.2239,0,3,3
1880,2011-03-24,2,0,3,2,0,4,1,2,0.3,0.2879,1,0.2537,0,6,6
1881,2011-03-24,2,0,3,3,0,4,1,2,0.28,0.2727,1,0.194,1,0,1
1882,2011-03-24,2,0,3,4,0,4,1,2,0.28,0.2727,1,0.194,0,1,1
1883,2011-03-24,2,0,3,5,0,4,1,2,0.28,0.2727,0.93,0.2239,1,8,9
1884,2011-03-24,2,0,3,6,0,4,1,2,0.28,0.2727,0.93,0.2239,0,41,41
1885,2011-03-24,2,0,3,7,0,4,1,3,0.26,0.2576,1,0.2239,2,106,108
1886,2011-03-24,2,0,3,8,0,4,1,3,0.26,0.2273,1,0.2985,4,120,124
1887,2011-03-24,2,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239,3,94,97
1888,2011-03-24,2,0,3,10,0,4,1,2,0.26,0.2273,0.93,0.3284,10,55,65
1889,2011-03-24,2,0,3,11,0,4,1,2,0.3,0.2727,0.81,0.2985,10,61,71
1890,2011-03-24,2,0,3,12,0,4,1,2,0.3,0.2727,0.7,0.3284,12,82,94
1891,2011-03-24,2,0,3,13,0,4,1,2,0.32,0.303,0.7,0.2239,11,90,101
1892,2011-03-24,2,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343,17,66,83
1893,2011-03-24,2,0,3,15,0,4,1,2,0.3,0.2879,0.7,0.2537,13,77,90
1894,2011-03-24,2,0,3,16,0,4,1,2,0.3,0.2879,0.65,0.2239,6,78,84
1895,2011-03-24,2,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239,12,221,233
1896,2011-03-24,2,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,17,197,214
1897,2011-03-24,2,0,3,19,0,4,1,1,0.3,0.2727,0.56,0.3881,16,122,138
1898,2011-03-24,2,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,8,110,118
1899,2011-03-24,2,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239,11,67,78
1900,2011-03-24,2,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,3,59,62
1901,2011-03-24,2,0,3,23,0,4,1,1,0.24,0.2273,0.65,0.194,9,24,33
1902,2011-03-25,2,0,3,0,0,5,1,1,0.24,0.2273,0.6,0.194,1,17,18
1903,2011-03-25,2,0,3,1,0,5,1,1,0.2,0.2121,0.69,0.1642,0,5,5
1904,2011-03-25,2,0,3,2,0,5,1,1,0.2,0.197,0.69,0.2239,0,5,5
1905,2011-03-25,2,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,2,2
1906,2011-03-25,2,0,3,4,0,5,1,1,0.18,0.2121,0.74,0.1045,3,2,5
1907,2011-03-25,2,0,3,5,0,5,1,1,0.18,0.197,0.74,0.1642,0,9,9
1908,2011-03-25,2,0,3,6,0,5,1,1,0.18,0.1818,0.74,0.2239,0,32,32
1909,2011-03-25,2,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582,4,100,104
1910,2011-03-25,2,0,3,8,0,5,1,1,0.22,0.2121,0.51,0.2836,9,228,237
1911,2011-03-25,2,0,3,9,0,5,1,1,0.24,0.2121,0.48,0.2985,16,150,166
1912,2011-03-25,2,0,3,10,0,5,1,1,0.26,0.2576,0.48,0,15,53,68
1913,2011-03-25,2,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,17,58,75
1914,2011-03-25,2,0,3,12,0,5,1,1,0.32,0.303,0.42,0.2537,37,108,145
1915,2011-03-25,2,0,3,13,0,5,1,1,0.32,0.3182,0.39,0.194,34,104,138
1916,2011-03-25,2,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284,30,103,133
1917,2011-03-25,2,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,43,79,122
1918,2011-03-25,2,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,23,127,150
1919,2011-03-25,2,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,23,202,225
1920,2011-03-25,2,0,3,18,0,5,1,1,0.3,0.2879,0.39,0.2537,8,190,198
1921,2011-03-25,2,0,3,19,0,5,1,2,0.3,0.2879,0.36,0.2836,9,126,135
1922,2011-03-25,2,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,6,75,81
1923,2011-03-25,2,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,11,64,75
1924,2011-03-25,2,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,3,40,43
1925,2011-03-25,2,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,8,31,39
1926,2011-03-26,2,0,3,0,0,6,0,2,0.26,0.2424,0.38,0.2836,3,25,28
1927,2011-03-26,2,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985,3,24,27
1928,2011-03-26,2,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,4,21,25
1929,2011-03-26,2,0,3,3,0,6,0,1,0.2,0.197,0.47,0.194,2,7,9
1930,2011-03-26,2,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,2,4,6
1931,2011-03-26,2,0,3,5,0,6,0,1,0.2,0.197,0.51,0.194,0,8,8
1932,2011-03-26,2,0,3,6,0,6,0,1,0.18,0.1818,0.55,0.194,2,8,10
1933,2011-03-26,2,0,3,7,0,6,0,1,0.2,0.197,0.51,0.194,18,23,41
1934,2011-03-26,2,0,3,8,0,6,0,1,0.22,0.2273,0.44,0.1343,24,42,66
1935,2011-03-26,2,0,3,9,0,6,0,1,0.24,0.2424,0.41,0.1343,32,68,100
1936,2011-03-26,2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,32,93,125
1937,2011-03-26,2,0,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642,75,93,168
1938,2011-03-26,2,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,98,129,227
1939,2011-03-26,2,0,3,13,0,6,0,1,0.32,0.303,0.33,0.2239,94,145,239
1940,2011-03-26,2,0,3,14,0,6,0,1,0.34,0.3182,0.29,0.2239,93,123,216
1941,2011-03-26,2,0,3,15,0,6,0,1,0.34,0.3333,0.29,0.194,110,109,219
1942,2011-03-26,2,0,3,16,0,6,0,1,0.34,0.3333,0.23,0.194,118,130,248
1943,2011-03-26,2,0,3,17,0,6,0,1,0.32,0.303,0.24,0.2239,102,101,203
1944,2011-03-26,2,0,3,18,0,6,0,2,0.32,0.3182,0.21,0.1642,64,89,153
1945,2011-03-26,2,0,3,19,0,6,0,2,0.28,0.2727,0.45,0.2537,45,93,138
1946,2011-03-26,2,0,3,20,0,6,0,2,0.28,0.2727,0.45,0.2537,18,67,85
1947,2011-03-26,2,0,3,21,0,6,0,2,0.26,0.2576,0.44,0.194,15,36,51
1948,2011-03-26,2,0,3,22,0,6,0,2,0.28,0.2727,0.41,0.2239,17,46,63
1949,2011-03-26,2,0,3,23,0,6,0,2,0.26,0.2424,0.44,0.2836,10,31,41
1950,2011-03-27,2,0,3,0,0,0,0,2,0.26,0.2576,0.41,0.1642,5,26,31
1951,2011-03-27,2,0,3,1,0,0,0,2,0.24,0.2273,0.52,0.194,3,17,20
1952,2011-03-27,2,0,3,2,0,0,0,3,0.22,0.2273,0.55,0.194,6,15,21
1953,2011-03-27,2,0,3,3,0,0,0,3,0.2,0.197,0.69,0.2239,0,14,14
1954,2011-03-27,2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,1,5,6
1955,2011-03-27,2,0,3,6,0,0,0,3,0.16,0.1818,0.86,0.1343,0,2,2
1956,2011-03-27,2,0,3,7,0,0,0,3,0.16,0.1667,0.86,0.1642,0,7,7
1957,2011-03-27,2,0,3,8,0,0,0,1,0.2,0.197,0.69,0.2239,6,8,14
1958,2011-03-27,2,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,17,37,54
1959,2011-03-27,2,0,3,10,0,0,0,2,0.22,0.2121,0.55,0.2239,27,59,86
1960,2011-03-27,2,0,3,11,0,0,0,2,0.24,0.2424,0.48,0.1642,23,85,108
1961,2011-03-27,2,0,3,12,0,0,0,2,0.26,0.2576,0.44,0.2239,43,120,163
1962,2011-03-27,2,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,47,100,147
1963,2011-03-27,2,0,3,14,0,0,0,1,0.32,0.3182,0.36,0.1642,61,103,164
1964,2011-03-27,2,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,61,111,172
1965,2011-03-27,2,0,3,16,0,0,0,1,0.34,0.3333,0.34,0,45,98,143
1966,2011-03-27,2,0,3,17,0,0,0,1,0.32,0.303,0.31,0.2537,50,109,159
1967,2011-03-27,2,0,3,18,0,0,0,1,0.3,0.2879,0.33,0.194,32,105,137
1968,2011-03-27,2,0,3,19,0,0,0,1,0.3,0.2879,0.31,0.2239,23,80,103
1969,2011-03-27,2,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,7,50,57
1970,2011-03-27,2,0,3,21,0,0,0,1,0.26,0.2576,0.41,0.1642,7,29,36
1971,2011-03-27,2,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,5,25,30
1972,2011-03-27,2,0,3,23,0,0,0,1,0.26,0.2576,0.44,0.194,3,16,19
1973,2011-03-28,2,0,3,0,0,1,1,1,0.22,0.2273,0.55,0.194,1,11,12
1974,2011-03-28,2,0,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,2,4,6
1975,2011-03-28,2,0,3,2,0,1,1,1,0.22,0.2273,0.44,0.1642,0,5,5
1976,2011-03-28,2,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0,2,2
1977,2011-03-28,2,0,3,5,0,1,1,1,0.18,0.1818,0.43,0.194,0,8,8
1978,2011-03-28,2,0,3,6,0,1,1,1,0.18,0.1667,0.34,0.2836,0,40,40
1979,2011-03-28,2,0,3,7,0,1,1,1,0.2,0.1818,0.32,0.3284,6,104,110
1980,2011-03-28,2,0,3,8,0,1,1,1,0.2,0.197,0.34,0.2239,15,239,254
1981,2011-03-28,2,0,3,9,0,1,1,2,0.22,0.2121,0.32,0.2239,12,109,121
1982,2011-03-28,2,0,3,10,0,1,1,1,0.24,0.2273,0.3,0.194,22,47,69
1983,2011-03-28,2,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,18,39,57
1984,2011-03-28,2,0,3,12,0,1,1,2,0.26,0.2727,0.25,0,8,71,79
1985,2011-03-28,2,0,3,13,0,1,1,2,0.3,0.2879,0.24,0.2239,14,69,83
1986,2011-03-28,2,0,3,14,0,1,1,1,0.32,0.303,0.22,0.2239,15,65,80
1987,2011-03-28,2,0,3,15,0,1,1,1,0.32,0.303,0.24,0.2836,19,53,72
